"chunks","time","diff"
"“For a whim.”","1767978659128","1"
"the poor girl, in spite of her own grief and despair, endeavored to","1767978659128","1"
"you at my house?”","1767978659128","1"
"“I knew his father, M. Zaccone.”","1767978659128","1"
"suffering. He had contemplated danger with a smile, and when wounded","1767978659128","1"
"limited, are still equal to meeting the largest demands; and were you","1767978659128","1"
"“Because I should never get a better.”","1767978659128","1"
"“Then you feel quite sure that it was your misfortune he deplored?”","1767978659128","1"
"presents and the young lady’s diamonds, which had been made in a room","1767978659128","1"
"prosperity that an evil genius—like the wicked fairies in Perrault’s","1767978659128","1"
"pressed to his thirsty lips, and he was held in cool serpent-like","1767978659128","1"
"Franz and the count were in utter darkness, except that fifty paces in","1767978659128","1"
"“The celebrated Cucumetto, pursued in the Abruzzo, driven out of the","1767978659128","1"
"Meanwhile what of Mercédès? She had met Fernand at the corner of the","1767978659128","1"
"simultaneously without splashing a drop of water, and the boat,","1767978659128","1"
"“The man is tired,” said the captain, “conduct him to his bed.”","1767978659128","1"
"bread, cheese, and onions from his wallet, which he began devouring","1767978659128","1"
"the five young men. He jumped from his horse, threw the bridle on his","1767978659128","1"
"and now he is the Baron Danglars, with a fine residence in the Rue du","1767978659128","1"
"breast; and the third time, made this large wound.” The Englishman","1767978659128","1"
"go, another to return, four days of quarantine, and forty-eight hours","1767978659128","1"
"still in his ears like a promise of freedom. It was four o’clock when","1767978659128","1"
"welcomed the meeting with this fellow—who had been one of his own","1767978659128","1"
"hope you have found some gold among the ashes. With this consoling","1767978659128","1"
"astonished at it.”","1767978659128","1"
"“that you have yet to learn that all things are to be sold to such as","1767978659128","1"
"of Thomson & French, who had shown themselves so considerate towards","1767978659128","1"
"into Valentine’s room. This could only have been accomplished by means","1767978659128","1"
"my absence, and to convince me he emptied his purse on the table. Come,","1767978659128","1"
"in anything at all.”","1767978659128","1"
"the young imp, looking slyly towards his sister.","1767978659128","1"
"fullest extent, he replied that he was a royalist. Then all looked at","1767978659128","1"
"with touching earnestness, “Whether _we_ return to the East, you mean","1767978659128","1"
"“That is to say,” replied Villefort with hesitation, “that human nature","1767978659128","1"
"objection was raised, and the infant was given up to her. Ah, I","1767978659128","1"
"pointing to the corner of a street. As he spoke, and in the very","1767978659128","1"
"thrice round the dungeon, and then paused abruptly by the bed.","1767978659128","1"
"“It was your granddaughter, then, was it not?”","1767978659128","1"
"through the affection I hope you will grant me.","1767978659128","1"
"“Is it heaven that opens before me?” thought the dying man; “that angel","1767978659128","1"
"At the door he paused for a moment to wipe his damp, pale brow. He then","1767978659128","1"
"society which every gentleman looks upon as a duty. Albert summoned his","1767978659128","1"
"to excite uneasiness? Why, you must have lost your senses.”","1767978659128","1"
"“No.”","1767978659128","1"
"“Edmond,” said she, and her eyes were wet with tears while looking at","1767978659128","1"
"“‘Ah, true,’ replied the jeweller, and he reset the stone.","1767978659128","1"
"strict accordance with Oriental ideas; the floors were covered with the","1767978659128","1"
"carriage-horses, and I do not think they were dear. There they are.","1767978659128","1"
"inquiries be made? Shall two members of the House be sent to Yanina?","1767978659128","1"
"possibility of revocation. I will answer for the success of a project","1767978659128","1"
"that day of complete restoration, on which you will say in this very","1767978659128","1"
"in a strain similar to this. Is it possible that you can see anything","1767978659128","1"
"yourself perfectly easy; the hand of your time-piece will not be more","1767978659128","1"
"“And old age?”","1767978659128","1"
"age without visiting the finest capital in the world? I can scarcely","1767978659128","1"
"Goethe’s heroes, with varnished shoes and white silk open-worked","1767978659128","1"
"politeness, Madame de Morcerf replied:","1767978659128","1"
"It may be supposed that Dantès did not now think of his dinner, but he","1767978659128","1"
"“There, now,” whispered the governor, “it is just as I told you.”","1767978659128","1"
"And he calmly waited until the twenty minutes had elapsed after Madame","1767978659128","1"
"“Partly to drown the recollections of the past that haunted me, partly","1767978659128","1"
"“‘I was on the spot at the death of Ali Pasha. I was present during his","1767978659128","1"
"millions.","1767978659128","1"
"quadrille. Certainly, in the eyes of an artist, the exact and strict","1767978659128","1"
"to part with the horses?”","1767978659128","1"
"Saint-Méran. There is a way of detecting its presence. It restores the","1767978659128","1"
"“And what did you do with the child?” asked Monte Cristo. “It was an","1767978659128","1"
"Spanish wine; then Monte Cristo slipped aside one of the movable","1767978659128","1"
"Debray?”","1767978659128","1"
"in life. This winding-sheet was nothing more than a beautiful piece of","1767978659128","1"
"“Is it your father?” said Beauchamp; “that is quite another thing. Then","1767978659128","1"
"At these words he uncovered the small cup which contained the substance","1767978659128","1"
"Louvre, or, at least, some royal residence.","1767978659128","1"
"“Come,” said Caderousse, wiping his large knife on his apron, “if I did","1767978659128","1"
"him the bottle of wine and a glass.","1767978659128","1"
"“One who will be your best friend, Dantès, for he is my friend, my","1767978659128","1"
"it was evident Danglars would not fight.","1767978659128","1"
"you alone are in possession; for instance, that Henri IV. was seen","1767978659128","1"
"approval.","1767978659128","1"
"smelling-bottle!”","1767978659128","1"
"Dauphiné is quite the reverse of that in Provence or Languedoc. The","1767978659128","1"
"“Well, and what then?” said Fernand, lifting up his head, and looking","1767978659128","1"
"brought the pipes and coffee, and disappeared. By degrees, the light of","1767978659128","1"
"her father’s heart beat violently.","1767978659128","1"
"which that garden belonged. One of the persons whose conversation I","1767978659128","1"
"fierce, fiery dragons defend the entrance and approach; and monsters of","1767978659128","1"
"manner, I die exhausted and broken-spirited, as I fall asleep when I","1767978659128","1"
"the custom-house officers I observed several gendarmes, and, as","1767978659128","1"
"bolted.","1767978659128","1"
"flattered at the title of excellency, and distributed a dozen silver","1767978659128","1"
"“‘And who only needs one thing more to make him happy.’”","1767978659128","1"
"“To Yanina?”","1767978659128","1"
"indeed man’s father in heaven, and his judge on earth. My God, my Lord,","1767978659128","1"
"“I made myself some excellent ones, which would be universally","1767978659128","1"
"hour after Julie had retired, she rose, took off her shoes, and went","1767978659128","1"
"He descended the little staircase with which we are acquainted, and","1767978659128","1"
"extent of the sacrifice I make to you? Suppose that the Supreme Being,","1767978659128","1"
"“To be sure!” answered Danglars. “Let us wait, by all means. If he be","1767978659128","1"
"“Reflect, Morcerf, one moment before you go.”","1767978659128","1"
"seemed to exist between the brigands and the sailors; and Pastrini’s","1767978659128","1"
"and those that emanate from the heart.","1767978659128","1"
"apartment, a dinner, and finally inquire the way to the house of","1767978659128","1"
"do practically ANYTHING in the United States with eBooks not protected","1767978659128","1"
"stone at the mouth of a sepulchre. Involuntarily his languid eyes","1767978659128","1"
"recollect,—Danglars himself passed by just as Captain Leclere was","1767978659128","1"
"Cocles remained in M. Morrel’s service, and a most singular change had","1767978659128","1"
"yourself.”","1767978659128","1"
"shall see. Be kind enough, then, to send me 500,000 francs tomorrow. I","1767978659128","1"
"Greece, and arrived half dead at the imperial gates. They were","1767978659128","1"
"“Ten years, and five as a supernumerary make fifteen.”","1767978659128","1"
"pleasure undertake them.” The guests looked at each other.","1767978659128","1"
"Dantès’ eyes sparkled with joy, and he rubbed his hands with delight at","1767978659128","1"
"with the celebrated and effective duet in which Parisina, while","1767978659128","1"
"affirmative.","1767978659128","1"
"out his watch, “it is now nine o’clock,—I have yet three hours to","1767978659128","1"
"remember now.”","1767978659128","1"
"indescribable expression of interest and pity.","1767978659128","1"
"“Because, I suppose, it is his nature to do so, for the love of","1767978659128","1"
"informing against you, that is what I should call becoming your","1767978659128","1"
"that he will not believe what you are going to tell us,—but I will","1767978659128","1"
"“Madame,” said Villefort, “I ask where is M. d’Avrigny? In God’s name","1767978659128","1"
"separate us at last.”","1767978659128","1"
"“And what is the pay?”","1767978659128","1"
"who quitted his own house at nine o’clock in the evening, was found the","1767978659128","1"
"which she considered it her duty to make, secretly approved of the","1767978659128","1"
"“Easily,” said Monte Cristo.","1767978659128","1"
"wrist!”","1767978659128","1"
"“And what do you mean to do?”","1767978659128","1"
"name. What wages are due to you?”","1767978659128","1"
"The young man remarked the greedy glance which shone in the dark eyes","1767978659128","1"
"he paused, and then said, “At what o’clock does your excellency wish","1767978659128","1"
"hasten to welcome him. Believe me, we are as well informed as you, and","1767978659128","1"
"not help thinking how wonderful it was that these various signs should","1767978659128","1"
"5, where Lord Wilmore lived. The stranger had written to Lord Wilmore,","1767978659128","1"
"appearance of a new coat. He bestowed the same attention upon the","1767978659128","1"
"had not had sufficient resolution to undertake, and had failed only","1767978659128","1"
"dictated to us the conditions which remain for us to offer you.” The","1767978659128","1"
"“He sent us word this morning,” replied Château-Renaud, “that he would","1767978659128","1"
"in private life, and the best seaman in the merchant service, and yet","1767978659128","1"
"“No, excellency, no,” returned the steward, with a sort of nervous","1767978659128","1"
"As he said this, the man came towards Edmond, who heard a heavy","1767978659128","1"
"Villefort pronounced these words with an accent which would have made","1767978659128","1"
"“And that is the very thing that alarms me,” returned Dantès. “Man does","1767978659128","1"
"“I don’t call those friends who betray and ruin you,” murmured the wife","1767978659128","1"
"consummated the last terrible work she had to accomplish. There was no","1767978659128","1"
"do, since this gentleman has forewarned you, both as a doctor and as a","1767978659128","1"
"mingling in society, as you wish, we shall be enabled to use our power","1767978659128","1"
"me.”","1767978659128","1"
"“Yes; it is rather unkind, I acknowledge, but it is true. But as this","1767978659128","1"
"“Franz assured me,” replied Albert, “that she was sixty-six years old.","1767978659128","1"
"they are actually embracing!”","1767978659128","1"
"would be better to transact business with his old acquaintance, so he","1767978659128","1"
"“Ah, ha,” whispered Monte Cristo with a smile of disappointment, “he is","1767978659128","1"
"“Oh, you have some design against me, reverend sir.”","1767978659128","1"
"“Now see here, will that be all? Eh? And will you not torment me any","1767978659128","1"
"“Monsieur Bertuccio, you understand that I intend entertaining company","1767978659128","1"
"meeting this morning.”","1767978659128","1"
"“‘The road takes a turn—he is obliged to follow it—while alongside of","1767978659128","1"
"when her toilet should be completed.","1767978659128","1"
"“No,” replied Haydée, “he did not dare to keep us, so we were sold to","1767978659128","1"
"his intention, seized his wrist with his iron grasp.","1767978659128","1"
"“Yes, he likes to keep himself shut up in his little room.”","1767978659128","1"
"prudent.”","1767978659128","1"
"repeat;—it is not usual, I say, for such privileged and wealthy beings","1767978659128","1"
"approaching assizes; when, on the 8th of September—that is to say,","1767978659128","1"
"and was soon within fifty paces of it. Gaetano lowered the sail, and","1767978659128","1"
"understand you, Fernand; you would be revenged on him because I do not","1767978659128","1"
"“Yes; I showed it to him.”","1767978659128","1"
"The betrothed had retired, as we said, with haughty air, disdainful","1767978659128","1"
"40252m","1767978659128","1"
"“Nevertheless, sir, you see I have answered your first appeal, although","1767978659128","1"
"Chapter 64. The Beggar","1767978659128","1"
"ever since his youth, was quite as deep as a gendarme, even though he","1767978659128","1"
"“Ah, if I were in your place——” said Albert.","1767978659128","1"
"cords.","1767978659128","1"
"just made should not be withheld, which otherwise would certainly have","1767978659128","1"
"while he was being carried out the grave-diggers should discover that","1767978659128","1"
"and it is a fine thing to have a good name, and to occupy a high","1767978659128","1"
"“Listen,” said the abbé, extending his hand over the wounded man, as if","1767978659128","1"
"“Do you not know what became of him, and the share he had in Edmond’s","1767978659128","1"
"“That poor child,” said Madame de Villefort when Valentine was gone,","1767978659128","1"
"perspiration rolled from his heated brow. As he saw the abbé rise from","1767978659128","1"
"beds, and pipes instead of furniture. The drawing-rooms were decorated","1767978659128","1"
"projecting stone forming the angle of the street and house, and,","1767978659128","1"
"According to the count’s directions, Danglars was waited on by Vampa,","1767978659128","1"
"“Because their deeds have brought them good fortune, while honest men","1767978659128","1"
"Come, speak, my worthy Corsican, speak!”","1767978659128","1"
"notary.","1767978659128","1"
"When Albert found himself alone with Monte Cristo, “My dear count,”","1767978659128","1"
"which I think of her.”","1767978659128","1"
"“What do you mean?” asked Mercédès, with an angry glance,—“what do you","1767978659128","1"
"the new-comer; but the stranger declared that he had nothing to say to","1767978659128","1"
"distance, gave the idea of lichens clinging to the rocks, were in","1767978659128","1"
"with regard to duelling had satisfied him, or whether the events which","1767978659128","1"
"Antoninus and Faustina, and the Via Sacra.","1767978659128","1"
"five minutes the malady will reach its height, and in a quarter of an","1767978659128","1"
"“Never.”","1767978659128","1"
"to spend six millions of money. That means balls, dinners, and lawn","1767978659128","1"
"beechwood.","1767978659128","1"
"mother was on the point of pushing open a small door, we heard the","1767978659128","1"
"assigned to us by the house of Pascal, and the house of Wild & Turner","1767978659128","1"
"indifference wore the Transtevere costume.","1767978659128","1"
"opportunity is favorable to avoid an explanation.”","1767978659128","1"
"“‘You are poor; a miserable old age awaits you. Would you like to","1767978659128","1"
"went all round the columbarium, were to be seen twenty brigands or","1767978659128","1"
"“With Madame Danglars?”","1767978659128","1"
"existence,—you whom Heaven gave me somewhat late, but still gave me, a","1767978659128","1"
"thickened. He was stout, had a short, thick neck; he was attacked with","1767978659128","1"
"drawing on mine, and that your apprenticeship may cost me 700,000","1767978659128","1"
"“Ah?” said Monte Cristo, “I trust he is not going to tempt me by some","1767978659128","1"
"“Ah, _pardieu!_” said Beauchamp, “with the paper in your hand, my","1767978659128","1"
"you die.’ but it was a legate _à latere_, who came with a smile on his","1767978659128","1"
"interested in Bertuccio’s story.","1767978659128","1"
"“And like the celebrated sailor whose name you have assumed,” he said,","1767978659128","1"
"when I saw how completely he had mastered his feelings, even so far as","1767978659128","1"
"Danglars carelessly; “they like to unite their fortunes.”","1767978659128","1"
"“I dare not return with those dreadful horses,” said Madame de","1767978659128","1"
"saluted the nocturnal visitors, making a sign that they might proceed.","1767978659128","1"
"ledger. In this ledger was made out an exact balance-sheet of his","1767978659128","1"
"as well-dressed as anyone, knowing, as I do, the goodness of your","1767978659128","1"
"invalid’s eye remained fixed, by which expression he intended to","1767978659128","1"
"“I cannot believe it,” murmured the banker. Madame Danglars whispered a","1767978659128","1"
"“I know not; but my own opinion is she is a Genoese.”","1767978659128","1"
"betrothed, and a smile of pride passed over his lips.","1767978659128","1"
"not happened to your accomplices—one is mad, the other dead. Keep the","1767978659128","1"
"so long ceased to have any intercourse with the world, that he looked","1767978659128","1"
"condemned to die, and miracles appear quite reasonable when his escape","1767978659128","1"
"unfortunate wretches, who cannot even see whence all their afflictions","1767978659128","1"
"and that I love you, Morrel.”","1767978659128","1"
"“Oh, my mother!” exclaimed Albert, so overcome he could scarcely speak;","1767978659128","1"
"“Take my last gold,” muttered Danglars, holding out his pocket-book,","1767978659128","1"
"for a reply and each one seemed to be contented with expressing his or","1767978659128","1"
"“So rich, dear sir, that your fortune resembles the pyramids; if you","1767978659128","1"
"what was required of her, threw over them her weeds, encircled them","1767978659128","1"
"On the fourth, he was no longer a man, but a living corpse. He had","1767978659128","1"
"them home. Why, if a Parisian were to indulge in a quarter of these","1767978659128","1"
"the Duke of Bracciano’s, but also return to Florence alone.”","1767978659128","1"
"speculated in the fall of the Spanish funds, or some prince travelling","1767978659128","1"
"“Our companions will be riding-horses, dogs to hunt with, and a","1767978659128","1"
"undoubtedly, for their cries were carried to his ears by the wind.","1767978659128","1"
"introduce to Parisian fashions with his hundred and seventy-five","1767978659128","1"
"“Exactly so,” said the delighted major.","1767978659128","1"
"every trace of footsteps, leaving the approach to the cavern as","1767978659128","1"
"perceived the phaeton and servant of M. Andrea Cavalcanti.","1767978659128","1"
"patron found Dantès leaning against the bulwarks gazing with intense","1767978659128","1"
"you would not have known me.”","1767978659128","1"
"“He’s heavy, though, for an old and thin man,” said one, as he raised","1767978659128","1"
"clothes are of a most antiquated cut; the count takes me for a","1767978659128","1"
"light the horizon with a glow equal to the soft twilight of a western","1767978659128","1"
"with you; for I entreat her to give to the poor the immense fortune","1767978659128","1"
"Château d’If, and I should like to learn some particulars of his","1767978659128","1"
"anything.”","1767978659128","1"
"since yesterday some change has taken place in the order of the","1767978659128","1"
"“I separated the fat from the meat served to me, melted it, and so made","1767978659128","1"
"Giacomo, be sure to fasten a knot of rose-colored ribbons to the","1767978659128","1"
"the most service just then was Madame de Saint-Méran.","1767978659128","1"
"tempt him by all the promises most likely to dazzle the imagination of","1767978659128","1"
"“‘A person, whose confessor I am,’ replied he, ‘and who entertains a","1767978659128","1"
"“On the contrary, I shall feel much pleasure.”","1767978659128","1"
"gives a receipt for money until after he is sure it is all there.","1767978659128","1"
"“I understand,” said Monte Cristo, well acquainted with Ali’s","1767978659128","1"
"of Europe—the English, the Spanish, and the German.”","1767978659128","1"
"the morning her carriage happened to meet that of Villefort. The latter","1767978659128","1"
"must come there, as you belong to my service.”","1767978659128","1"
"sleep. I had such a delightful dream. I was dancing the galop at","1767978659128","1"
"fixed on Madame de Villefort, who repeated:","1767978659128","1"
"“Doubtless I may, but——”","1767978659128","1"
"come.","1767978659128","1"
"protected by secrecy (a secret is easily kept by the rich and","1767978659128","1"
"this, instead of that?’ Women, on the contrary, are rarely tormented","1767978659128","1"
"your horse.”","1767978659128","1"
"been capable of telling strange things, if,—in addition to the menacing","1767978659128","1"
"women in general, and of Mercédès in particular; and I am certain that,","1767978659128","1"
"cannot, except through cowardice,—I offer you that refuge,—refuse to","1767978659128","1"
"“Your friend,","1767978659128","1"
"Cristo.","1767978659128","1"
"[3] Knocked on the head.","1767978659128","1"
"“No, but Madame de Morcerf saw me.”","1767978659128","1"
"creditors.”","1767978659128","1"
"overcoming his manifest repugnance, he pronounced the required oath,","1767978659128","1"
"in spite of Morcerf, that not only is the count the object of interest","1767978659128","1"
"must run away, for they would send here for me, or, rather, farewell","1767978659128","1"
"on the altar as you approach it,—nothing appears impossible to one","1767978659128","1"
"of a fresh creation, fabricated in Tuscany by the aid of a commandery","1767978659128","1"
"of the face became quite altered, and the convulsive movement of the","1767978659128","1"
"inaccuracies in his accounts.”","1767978659128","1"
"Sultan, who mounted it in his sabre; another to our holy father the","1767978659128","1"
"it; a case of cerebral congestion—nothing more. The fowl had not been","1767978659128","1"
"without our suspecting it, had overheard our conversation, interrupted","1767978659128","1"
"“To no one.”","1767978659128","1"
"well create surprise; so I have become a gardener, and, consequently,","1767978659128","1"
"curiosity? Unfortunately, Edmond’s brain was still so feeble that he","1767978659128","1"
"tears; she had sent for me to know when you would return. I told her my","1767978659128","1"
"the steps. “What is it?”","1767978659128","1"
"ground floor. Albert led him first to his _atelier_, which was, as we","1767978659128","1"
"how delighted I should be to hear our name pronounced by such beautiful","1767978659128","1"
"relief I give should be entirely from my own resources.”","1767978659128","1"
"Her forehead almost touched the carpet, when the count sprang forward","1767978659128","1"
"“And you have succeeded,” exclaimed d’Avrigny. “Without that precaution","1767978659128","1"
"scrape solely from having served me. I should hate and despise myself","1767978659128","1"
"divested of foliage, Madame de Villefort sitting with a book in her","1767978659128","1"
"“Then it will be but charitable to inform him. When he arrives, I will","1767978659128","1"
"irresistibly to a fasting stomach. Danglars felt his own not to be very","1767978659128","1"
"streets of Nîmes, I know not by whom, but it is your duty to find out.","1767978659128","1"
"continued the servant, “begs these gentlemen’s permission to wait upon","1767978659128","1"
"“No, for he has gone again; the true one, as you say.”","1767978659128","1"
"accompanying my son so far, since I now abandon him, and allow him to","1767978659128","1"
"“And you would be pleased to have, instead of this terrace of twenty","1767978659128","1"
"before, mingle in the gayety, and contribute to the noise and","1767978659128","1"
"“His carelessness and indifference touch me to the heart,” said Julie.","1767978659128","1"
"obscurely killed in a night skirmish, scarcely noticed in history.","1767978659128","1"
"precious in the eyes of Parisian belles.","1767978659128","1"
"confession which must form my excuse for any improprieties I may","1767978659128","1"
"“At the prefect’s last night. Paris, you can understand, is astonished","1767978659128","1"
"stone-work. The wall was built of rough stones, among which, to give","1767978659128","1"
"“Was this Englishman protecting you?”","1767978659128","1"
"“There is still something else,” said he.","1767978659128","1"
"goldfish. It was also considered a luxury to have them alive, it being","1767978659128","1"
"small salon. He was a simple-looking lawyer’s clerk, elevated to the","1767978659128","1"
"Poppæa, while I was simply the object of the attentions of a","1767978659128","1"
"“Barrois,” said Valentine, “my grandfather has told me to open that","1767978659128","1"
"the door inside. Madame Morrel sent her daughter to bed, and half an","1767978659128","1"
"almost a stranger to him, called Noirtier his father. At this moment","1767978659128","1"
"he called a second and third time; still no answer. Then he determined","1767978659128","1"
"Danglars say to this outburst on the part of the procureur?”","1767978659128","1"
"entwined itself with yours; you leave me, and you are right in doing","1767978659128","1"
"public opinion.","1767978659128","1"
"for some months past amused the occupants of the antechambers in the","1767978659128","1"
"hat, he may desire to become my heir, and re...serves for me the fate","1767978659128","1"
"“He hopes so, Maximilian.”","1767978659128","1"
"“I could live——”","1767978659128","1"
"“Oh, no. You must have much to tell me, since you have come to seek","1767978659128","1"
"“Then, I suppose,” asked Caderousse, with eager, glowing looks, “that","1767978659128","1"
"perhaps, have not forgotten. Edmond, it is not Madame de Morcerf who is","1767978659128","1"
"“These words had been pronounced with such enthusiasm and evident","1767978659128","1"
"the same question of Albert.”","1767978659128","1"
"0165m","1767978659128","1"
"had overheard made him, with propriety, judge that his appearance at","1767978659128","1"
"strength that the knife fell from his stiffened fingers, and Caderousse","1767978659128","1"
"“Is it possible that you do not know of whom you purchased it?”","1767978659128","1"
"“Come, now,” he said.","1767978659128","1"
"greatly.”","1767978659128","1"
"necklaces, parti-colored scarves, embroidered bodices, velvet vests,","1767978659128","1"
"the pedestrians, who crowded amongst the horses’ feet and the carriage","1767978659128","1"
"“What is it?”","1767978659128","1"
"security, furnished with three iron bars, so as to quiet all","1767978659128","1"
"_s’accommodi_ is untranslatable; it means at once, “Come, enter, you","1767978659128","1"
"henceforth in my hands. Now, then, to play another master-stroke, by","1767978659128","1"
"“No, I have for the end of the month these bills which have been","1767978659128","1"
"those men who persecute me. This idea was one of vengeance to me, and I","1767978659128","1"
"“She could not endure the insult offered to us by that wretch, so she","1767978659128","1"
"ought to have known that all these deaths have not happened naturally;","1767978659128","1"
"piece of wreckage to try and intercept your course. You have saved my","1767978659128","1"
"next day, to which he had condemned himself by promising Mercédès to","1767978659128","1"
"which was Teresa.”","1767978659128","1"
"delighted to see you again, and forgot for the moment that all","1767978659128","1"
"“Yes.”","1767978659128","1"
"“‘Whose name is——’","1767978659128","1"
"retractation is always a serious thing, you know. Sit down, and I will","1767978659128","1"
"truly; the way was opened for you unexpectedly. An Englishman visited","1767978659128","1"
"“And you say this treasure amounts to——”","1767978659128","1"
"d’Armilly, who thanked the count for the letters of introduction he had","1767978659128","1"
"me he so advised me for my own interest; and, more than this, he","1767978659128","1"
"taught me the use of it.”","1767978659128","1"
"volition, influenced the moving mass.","1767978659128","1"
"“You talk like a noodle, my friend,” said Caderousse; “and here is","1767978659128","1"
"“We shall have the pleasure another time,” said the countess; “you","1767978659128","1"
"“But since I tell you,” cried Danglars, “that with these three","1767978659128","1"
"Sailor,” but who, no doubt, was still pursuing his philanthropic","1767978659128","1"
"“Still, sir; and I shall always do so,” replied d’Avrigny, “for it has","1767978659128","1"
"“Yes,—yesterday.”","1767978659128","1"
"“I can work, then?” said the voice.","1767978659128","1"
"They advanced silently, the count guiding Franz as if he had the","1767978659128","1"
"if it succeeded, would possibly change Newton’s system. Could you allow","1767978659128","1"
"attack on Andrea had placed him on a different footing, and he hoped","1767978659128","1"
"“Certainly, you must give the orders, for I intend residing at the","1767978659128","1"
"“Are you then come from M. de Morcerf’s?” asked Monte Cristo.","1767978659128","1"
"with the paper at one end and the large diamond at the other.”","1767978659128","1"
"what you call my devotion to you. I have promised to remain forever","1767978659128","1"
"“Yes; the dangerous and mad prisoners are in the dungeons.”","1767978659128","1"
"“Let me hear, then,” said the count, “who this deeply regretted son","1767978659128","1"
"over the stones.","1767978659128","1"
"At this moment the same bell that had proclaimed the beginning of the","1767978659128","1"
"after dipping it into the ink, he wrote on a piece of prepared linen,","1767978659128","1"
"here, and the results would be instantly destroyed if our jailers knew","1767978659128","1"
"her _lorgnette_ at the box, “what do you think of our opposite","1767978659128","1"
"This noble entrance, however, in spite of its striking appearance and","1767978659128","1"
"read in _Le Messager_:","1767978659128","1"
"“Which way?”","1767978659128","1"
"heiress of the rest of my fortune, consisting of lands, funds in","1767978659128","1"
"“I have, then, to inform you, sir, at the request of M. de Villefort,","1767978659128","1"
"an accent of profound gratitude.","1767978659128","1"
"“Yes, a chief.”","1767978659128","1"
"pulse to ninety beats a minute until the deed is done.”","1767978659128","1"
"“For fifteen thousand francs?”","1767978659128","1"
"living in a single day. Retire within, Bertuccio, and tranquillize your","1767978659128","1"
"and then returned by the road he had travelled in coming.","1767978659128","1"
"and as, during three years that he had travelled all over Italy, a","1767978659128","1"
"“At me?”","1767978659128","1"
"windows, and hid from the garden and court these two apartments, the","1767978659128","1"
"And Albert, followed by Franz and the count, descended the staircase,","1767978659128","1"
"Chapter 81. The Room of the Retired Baker","1767978659128","1"
"“Ah, it is Jacopo,” she said, “the captain of the yacht;” and she","1767978659128","1"
"solitude and her misfortune, had accepted the offer of his devotion. He","1767978659128","1"
"fourth generation.”","1767978659128","1"
"“Yes.”","1767978659128","1"
"The dignity of the wife checked the fervor of the lover and the mother.","1767978659128","1"
"and unfeeling men for their indifference, by presenting dreadful scenes","1767978659128","1"
"kingdom; but for some time the imperial police (who at this period,","1767978659128","1"
"Andrea Cavalcanti, son of Major Bartolomeo Cavalcanti, a descendant of","1767978659128","1"
"him, returned to his bedroom, where with one hand he pulled off his","1767978659128","1"
"conspire or attempt an escape, and refused his request. Dantès had","1767978659128","1"
"“I know not why you meddle,” said Fernand, seizing his arm; “but this I","1767978659128","1"
"welcome.”","1767978659128","1"
"Saint-Jacques. But proceed, I beg of you. How did you obtain these","1767978659128","1"
"knife. Then collecting all her remaining strength, she forced herself","1767978659128","1"
"0189m","1767978659128","1"
"decision we have come to, mother?”","1767978659128","1"
"Danglars, “and the last two or three days we have really talked of","1767978659128","1"
"him more by a mild look than by his extended hand.","1767978659128","1"
"“I shall do whatever they do at Paris, madame, if I have the good","1767978659128","1"
"“Or of wisdom, my dear baron—or of wisdom,” said Louis XVIII.,","1767978659128","1"
"“Is it not so?” asked Monte Cristo. “Look at that large clumsy bed,","1767978659128","1"
"father is?”","1767978659128","1"
"“Count,” he said, “I swear to you my soul is no longer my own.”","1767978659128","1"
"“Yes, sir,—a fearful misfortune.”","1767978659128","1"
"to two gendarmes, who placed themselves one on Dantès’ right and the","1767978659128","1"
"Chapter 33. Roman Bandits","1767978659128","1"
"Monte Cristo with a smile, “and monsieur has rendered our house, in","1767978659128","1"
"“But, monsieur, it is very natural,” returned Bertuccio, “since it was","1767978659128","1"
"you then pressed for this money?”","1767978659128","1"
"that moment he noted in the tablets of his brain that the Count of","1767978659128","1"
"of such extreme terror in my mother’s voice when she enjoined me to","1767978659128","1"
"The minutes passed; Madame de Villefort could not drop the curtain","1767978659128","1"
"spoke his name as if you knew the baron?”","1767978659128","1"
"afterwards. For heaven’s sake, do not serve as a conductor between that","1767978659128","1"
"“I did not say that the owner was a smuggler,” replied the sailor.","1767978659128","1"
"Three compartments divided the coffer. In the first, blazed piles of","1767978659128","1"
"nearly persuaded to ring the bell, and call for help. But through the","1767978659128","1"
"and throw myself into the sea; I have, however, kept along the corridor","1767978659128","1"
"daughter to your care?’—‘Yes, sir,’ replied Morcerf; ‘but in that, like","1767978659128","1"
"passionate, more changeable, more furious, more greedy, than those of","1767978659128","1"
"“Really, sir,” he observed, “I see that in spite of the reputation","1767978659128","1"
"compelled, at this period, to leave Corsica on an important expedition;","1767978659128","1"
"“You here?” said Château-Renaud, passing his arms through the young","1767978659128","1"
"you have discovered nothing, at least you have had the good sense to","1767978659128","1"
"“Bravo,” said Beauchamp to Albert; “I shall not go to the Chamber, but","1767978659128","1"
"constructed.","1767978659128","1"
"allow me, to talk over some serious matters with my wife.”","1767978659128","1"
"his teeth and wringing his hands with fury.","1767978659128","1"
"that I should know what circumstance has occurred to deprive my son of","1767978659128","1"
"lamps, as it would be foolish to attract the notice of the police by","1767978659128","1"
"“So that you will remit to me these 48,000 francs?”","1767978659128","1"
"disappearing from view, he went on his road, and with a lusty stride","1767978659128","1"
"“Not at all! Let us recall the exact facts. You met him at a dinner","1767978659128","1"
